index_id,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,country,day_of_week
3389,98.65723057,Entire home/apt,FALSE,FALSE,2,TRUE,1,0,10,95,1,4.603351453,0.603104588,35.77447275,1.347901227,50.42892442,0.753102505,23.77891,37.99864,,
3390,191.4559558,Entire home/apt,FALSE,FALSE,4,FALSE,0,0,10,100,2,2.607473914,0.34855091,70.90945999,2.671708087,107.956292,1.612212731,23.71752,37.99431,,
3391,127.7154172,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,90,1,2.057270841,0.097027272,88.4956216,3.334314884,129.6838812,1.936691233,23.72962,37.99352,,
3392,123.0286129,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,93,0,2.56577832,0.239571933,61.11053669,2.302506818,93.07978797,1.390047921,23.75926,37.98887,,
3393,125.1376749,Entire home/apt,FALSE,FALSE,6,TRUE,0,1,10,100,2,3.663491236,0.423284385,46.91426396,1.767623367,63.15543166,0.943159394,23.77142,37.99216,,
3394,328.3106414,Entire home/apt,FALSE,FALSE,4,TRUE,0,1,9,97,2,1.925463326,0.576429662,133.1733511,5.017670692,186.4248465,2.784057376,23.71362,37.97363,,
3395,303.2362384,Entire home/apt,FALSE,FALSE,5,TRUE,0,1,10,100,2,1.882880683,0.471461128,135.1938626,5.093798996,194.4944213,2.904567917,23.71399,37.97479,,
3396,116.9357673,Entire home/apt,FALSE,FALSE,4,FALSE,0,1,10,92,2,2.403497643,0.439926719,72.55451603,2.733690078,105.8723383,1.581091093,23.73133,37.99697,,
3397,303.2362384,Entire home/apt,FALSE,FALSE,5,TRUE,0,1,10,100,2,2.012551652,0.595957559,125.5314936,4.729742785,176.2737235,2.632461118,23.71268,37.97325,,
3398,254.9621541,Entire home/apt,FALSE,FALSE,6,FALSE,0,0,9,95,2,2.234645086,0.299317396,113.3438188,4.270538758,168.5584083,2.517241068,23.71218,37.96735,,
3399,303.2362384,Entire home/apt,FALSE,FALSE,5,TRUE,0,1,10,100,2,1.931431083,0.530035834,131.8015178,4.965983116,186.5404774,2.785784201,23.7135,37.97404,,
3400,275.8184332,Entire home/apt,FALSE,FALSE,6,TRUE,0,1,10,100,2,1.603092668,0.294966571,165.0242871,6.217741927,249.3573007,3.723886838,23.7172,37.97662,,
